id	related_id	class	type/scale	name	relevance	text	help	language	validation	mandatory	encrypted	other	default	same_default	same_script	allowed_filetypes	alphasort	answer_order	answer_width	answer_width_bycolumn	array_filter	array_filter_exclude	array_filter_style	assessment_value	category_separator	choice_input_columns	choice_title	commented_checkbox	commented_checkbox_auto	cssclass	date_format	date_max	date_min	display_columns	display_rows	display_type	dropdown_dates	dropdown_dates_minute_step	dropdown_dates_month_style	dropdown_prefix	dropdown_prepostfix	dropdown_separators	dropdown_size	dualscale_headerA	dualscale_headerB	em_validation_q	em_validation_q_tip	em_validation_sq	em_validation_sq_tip	equals_num_value	equation	exclude_all_others	exclude_all_others_auto	hidden	hide_tip	input_boxes	input_size	label_input_columns	location_city	location_country	location_defaultcoordinates	location_mapheight	location_mapservice	location_mapwidth	location_mapzoom	location_nodefaultfromip	location_postal	location_state	max_answers	max_filesize	max_num_of_files	max_num_value	max_num_value_n	max_subquestions	maximum_chars	min_answers	min_num_of_files	min_num_value	min_num_value_n	multiflexible_checkbox	multiflexible_max	multiflexible_min	multiflexible_step	num_value_int_only	numbers_only	other_comment_mandatory	other_numbers_only	other_replace_text	page_break	parent_order	placeholder	prefix	printable_help	public_statistics	random_group	random_order	rank_title	repeat_headings	reverse	samechoiceheight	samelistheight	scale_export	show_comment	show_grand_total	show_title	show_totals	showpopups	slider_accuracy	slider_custom_handle	slider_default	slider_default_set	slider_handle	slider_layout	slider_max	slider_middlestart	slider_min	slider_orientation	slider_rating	slider_reset	slider_reversed	slider_separator	slider_showminmax	statistics_graphtype	statistics_showgraph	statistics_showmap	suffix	text_input_columns	text_input_width	time_limit	time_limit_action	time_limit_countdown_message	time_limit_disable_next	time_limit_disable_prev	time_limit_message	time_limit_message_delay	time_limit_message_style	time_limit_timer_style	time_limit_warning	time_limit_warning_2	time_limit_warning_2_display_time	time_limit_warning_2_message	time_limit_warning_2_style	time_limit_warning_display_time	time_limit_warning_message	time_limit_warning_style	use_dropdown	value_range_allows_missing
114629		A	0	AO04		"Tengo un gran conocimiento de este tema y puedo explicárselo a otros"		es																0																																																																																																																											
114629		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114630		Q	L	Q3	1	"<span lang=""IT-CH"" style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Cuando utilizo un buscador, puedo aprovechar sus características avanzadas. </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114630		A	0	AO01		"No sé como hacerlo"		es																0																																																																																																																											
114630		A	0	AO02		"Puedo hacerlo con ayuda"		es																0																																																																																																																											
114630		A	0	AO03		"Puedo hacerlo por mí mismo"		es																0																																																																																																																											
114630		A	0	AO04		"Puedo hacerlo con confianza, y si es necesario, puedo guiar a otros"		es																0																																																																																																																											
114630		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114631		Q	L	Q4	1	"<span style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé cómo encontrar un sitio web que he visitado antes. </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114631		A	0	AO01		"No sé como hacerlo"		es																0																																																																																																																											
114631		A	0	AO02		"Puedo hacerlo con ayuda"		es																0																																																																																																																											
114631		A	0	AO03		"Puedo hacerlo por mí mismo"		es																0																																																																																																																											
114631		A	0	AO04		"Puedo hacerlo con confianza, y si es necesario, puedo guiar a otros"		es																0																																																																																																																											
114631		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114632		Q	L	Q5	1	"<span style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé cómo diferenciar el contenido promocionado de otros contenidos que recibo o encuentro por internet (p.ej. reconocer un anuncio en los medios sociales o en los buscadores). </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114632		A	0	AO01		"No sé como hacerlo"		es																0																																																																																																																											
114632		A	0	AO02		"Puedo hacerlo con ayuda"		es																0																																																																																																																											
114632		A	0	AO03		"Puedo hacerlo por mí mismo"		es																0																																																																																																																											
114632		A	0	AO04		"Puedo hacerlo con confianza, y si es necesario, puedo guiar a otros"		es																0																																																																																																																											
114632		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114633		Q	L	Q6	1	"<span style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé cómo identificar la intención de una fuente de información online (por ejemplo, informar, influir, entretener o vender). </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114633		A	0	AO01		"No sé como hacerlo"		es																0																																																																																																																											
114633		A	0	AO02		"Puedo hacerlo con ayuda"		es																0																																																																																																																											
114633		A	0	AO03		"Puedo hacerlo por mí mismo"		es																0																																																																																																																											
114633		A	0	AO04		"Puedo hacerlo con confianza, y si es necesario, puedo guiar a otros"		es																0																																																																																																																											
114633		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114634		Q	L	Q7	1	"<span style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Compruebo críticamente si la información que encuentro en internet es fiable. </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114634		A	0	AO01		"No en absoluto"		es																0																																																																																																																											
114634		A	0	AO02		"No mucho / muy poco"		es																0																																																																																																																											
114634		A	0	AO03		"Puedo hacerlo por mí mismo	Si, puedo"		es																0																																																																																																																											
114634		A	0	AO04		Mucho		es																0																																																																																																																											
114634		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114635		Q	L	Q8	1	"<span lang=""FR-CH"" style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé que algunas informaciones en internet son falsas (por ejemplo, las ""<i>fake news</i>""). </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114635		A	0	AO01		"No conozco esto / Nunca he oído hablar de esto / este tema"		es																0																																																																																																																											
114635		A	0	AO02		"Tengo un conocimiento muy limitado de esto / este tema"		es																0																																																																																																																											
114635		A	0	AO03		"Tengo una buena comprensión de esto / este tema"		es																0																																																																																																																											
114635		A	0	AO04		"Tengo un gran conocimiento de este tema y puedo explicárselo a otros"		es																0																																																																																																																											
114635		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114636		Q	L	Q9	1	"<span lang=""IT-CH"" style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé que hay diferentes medios de almacenamiento (por ejemplo, disco duro interno o externo, memoria USB, pen drive, tarjeta de memoria). </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114636		A	0	AO01		"No conozco esto / Nunca he oído hablar de esto / este tema"		es																0																																																																																																																											
114636		A	0	AO02		"Tengo un conocimiento muy limitado de esto / este tema"		es																0																																																																																																																											
114636		A	0	AO03		"Tengo una buena comprensión de esto / este tema"		es																0																																																																																																																											
114636		A	0	AO04		"Tengo un gran conocimiento de este tema y puedo explicárselo a otros"		es																0																																																																																																																											
114636		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114637		Q	L	Q10	1	"<span style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé cómo organizar contenidos digitales (por ejemplo, documentos, imágenes, vídeos) utilizando carpetas o etiquetas para encontrarlos más tarde. </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114637		A	0	AO01		"No sé como hacerlo"		es																0																																																																																																																											
114637		A	0	AO02		"Puedo hacerlo con ayuda"		es																0																																																																																																																											
114637		A	0	AO03		"Puedo hacerlo por mí mismo"		es																0																																																																																																																											
114637		A	0	AO04		"Puedo hacerlo con confianza, y si es necesario, puedo guiar a otros"		es																0																																																																																																																											
114637		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114638		Q	L	Q11	1	"<span style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé cómo copiar y mover archivos (por ejemplo, documentos, imágenes, vídeos) entre carpetas, dispositivos o en la nube. </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114638		A	0	AO01		"No sé como hacerlo"		es																0																																																																																																																											
114638		A	0	AO02		"Puedo hacerlo con ayuda"		es																0																																																																																																																											
114638		A	0	AO03		"Puedo hacerlo por mí mismo"		es																0																																																																																																																											
114638		A	0	AO04		"Puedo hacerlo con confianza, y si es necesario, puedo guiar a otros"		es																0																																																																																																																											
114638		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114639		Q	L	Q12	1	"<span style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé cómo gestionar y analizar los datos utilizando programas informáticos (por ejemplo, clasificar, filtrar, calcular). </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114639		A	0	AO01		"No sé como hacerlo"		es																0																																																																																																																											
114639		A	0	AO02		"Puedo hacerlo con ayuda"		es																0																																																																																																																											
114639		A	0	AO03		"Puedo hacerlo por mí mismo"		es																0																																																																																																																											
114639		A	0	AO04		"Puedo hacerlo con confianza, y si es necesario, puedo guiar a otros"		es																0																																																																																																																											
114639		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
10287		G	2	"CA2: Communication and collaboration"				es																																																																																																																																											
114640		Q	L	Q13	1	"<span style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé cómo enviar, responder y reenviar correos electrónicos. </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114640		A	0	AO01		"No sé como hacerlo"		es																0																																																																																																																											
114640		A	0	AO02		"Puedo hacerlo con ayuda"		es																0																																																																																																																											
114640		A	0	AO03		"Puedo hacerlo por mí mismo"		es																0																																																																																																																											
114640		A	0	AO04		"Puedo hacerlo con confianza, y si es necesario, puedo guiar a otros"		es																0																																																																																																																											
114640		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114641		Q	L	Q14	1	"<span lang=""FR-CH"" style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé que muchos servicios de comunicación y medios sociales son gratuitos porque se pagan con publicidad. </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114641		A	0	AO01		"No sé como hacerlo"		es																0																																																																																																																											
114641		A	0	AO02		"Puedo hacerlo con ayuda"		es																0																																																																																																																											
114641		A	0	AO03		"Puedo hacerlo por mí mismo"		es																0																																																																																																																											
114641		A	0	AO04		"Puedo hacerlo con confianza, y si es necesario, puedo guiar a otros"		es																0																																																																																																																											
114641		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114642		Q	L	Q15	1	"<span style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé cómo utilizar las funciones avanzadas en una videoconferencia (por ejemplo, moderación, grabación de audio y vídeo). </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114642		A	0	AO01		"No sé como hacerlo"		es																0																																																																																																																											
114642		A	0	AO02		"Puedo hacerlo con ayuda"		es																0																																																																																																																											
114642		A	0	AO03		"Puedo hacerlo por mí mismo"		es																0																																																																																																																											
114642		A	0	AO04		"Puedo hacerlo con confianza, y si es necesario, puedo guiar a otros"		es																0																																																																																																																											
114642		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114643		Q	L	Q16	1	"<span style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé qué herramientas y servicios de comunicación (por ejemplo, teléfono, correo electrónico, videoconferencia, mensaje de texto) son las apropiadas para utilizarlas en diferentes situaciones. </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114643		A	0	AO01		"No conozco esto / Nunca he oído hablar de esto / este tema"		es																0																																																																																																																											
114643		A	0	AO02		"Tengo un conocimiento muy limitado de esto / este tema"		es																0																																																																																																																											
114643		A	0	AO03		"Tengo una buena comprensión de esto / este tema"		es																0																																																																																																																											
114643		A	0	AO04		"Tengo un gran conocimiento de este tema y puedo explicárselo a otros"		es																0																																																																																																																											
114643		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114644		Q	L	Q17	1	"<span style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Estoy dispuesto a compartir contenidos digitales si creo que pueden ser interesantes y útiles para otros. </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114644		A	0	AO01		"No en absoluto"		es																0																																																																																																																											
114644		A	0	AO02		"No mucho / muy poco"		es																0																																																																																																																											
114644		A	0	AO03		"Puedo hacerlo por mí mismo	Si, puedo"		es																0																																																																																																																											
114644		A	0	AO04		Mucho		es																0																																																																																																																											
114644		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114645		Q	L	Q18	1	"<span lang=""FR-CH"" style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé cómo usar servicios en la nube (por ejemplo, Google Drive, Dropbox y OneDrive) para compartir mis archivos. </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114645		A	0	AO01		"No sé como hacerlo"		es																0																																																																																																																											
114645		A	0	AO02		"Puedo hacerlo con ayuda"		es																0																																																																																																																											
114645		A	0	AO03		"Puedo hacerlo por mí mismo"		es																0																																																																																																																											
114645		A	0	AO04		"Puedo hacerlo con confianza, y si es necesario, puedo guiar a otros"		es																0																																																																																																																											
114645		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114646		Q	L	Q19	1	"<span lang=""IT-CH"" style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé cómo establecer con quién comparto contenidos en cada caso (por ejemplo, amigos, amigos de amigos, todos). </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114646		A	0	AO01		"No sé como hacerlo"		es																0																																																																																																																											
114646		A	0	AO02		"Puedo hacerlo con ayuda"		es																0																																																																																																																											
114646		A	0	AO03		"Puedo hacerlo por mí mismo"		es																0																																																																																																																											
114646		A	0	AO04		"Puedo hacerlo con confianza, y si es necesario, puedo guiar a otros"		es																0																																																																																																																											
114646		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114647		Q	L	Q20	1	"<span style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé cómo referenciar la fuente de los documentos (por ejemplo, el autor o la dirección web) que encuentro en internet. </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114647		A	0	AO01		"No sé como hacerlo"		es																0																																																																																																																											
114647		A	0	AO02		"Puedo hacerlo con ayuda"		es																0																																																																																																																											
114647		A	0	AO03		"Puedo hacerlo por mí mismo"		es																0																																																																																																																											
114647		A	0	AO04		"Puedo hacerlo con confianza, y si es necesario, puedo guiar a otros"		es																0																																																																																																																											
114647		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114648		Q	L	Q21	1	"<span lang=""IT-CH"" style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé cómo solicitar un empleo utilizando una plataforma digital (por ejemplo, rellenando un formulario, subiendo mi CV y una foto). </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114648		A	0	AO01		"No sé como hacerlo"		es																0																																																																																																																											
114648		A	0	AO02		"Puedo hacerlo con ayuda"		es																0																																																																																																																											
114648		A	0	AO03		"Puedo hacerlo por mí mismo"		es																0																																																																																																																											
114648		A	0	AO04		"Puedo hacerlo con confianza, y si es necesario, puedo guiar a otros"		es																0																																																																																																																											
114648		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114649		Q	L	Q22	1	"<span style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé que muchos servicios públicos están disponibles en internet (por ejemplo, reservar una visita médica, presentar la declaración de impuestos, solicitar certificados de nacimiento, matrimonio, residencia y otros). </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114649		A	0	AO01		"No conozco esto / Nunca he oído hablar de esto / este tema"		es																0																																																																																																																											
114649		A	0	AO02		"Tengo un conocimiento muy limitado de esto / este tema"		es																0																																																																																																																											
114649		A	0	AO03		"Tengo una buena comprensión de esto / este tema"		es																0																																																																																																																											
114649		A	0	AO04		"Tengo un gran conocimiento de este tema y puedo explicárselo a otros"		es																0																																																																																																																											
114649		A	0	AO05		"No entiendo esta pregunta"		es																0																																																																																																																											
114650		Q	L	Q23	1	"<span lang=""FR-CH"" style=""font-size:10.0pt""><span style=""line-height:115%""><span style=""font-family:&quot;Aptos&quot;,sans-serif"">Sé cómo hacer los pagos de los bienes y servicios que compro por internet (por ejemplo, mediante transferencia bancaria directa, tarjetas de crédito/débito, otros sistemas de pago en línea). </span></span></span>"		es		N	N	N		0	0			normal					0																															0	0																															0	0		0					0								0																					0	1						1		0	0														
114650		A	0	AO01		"No sé como hacerlo"		es																0																																																																																																																											
